Ave Lat	Max Lat	Min Lat	Cycle
64	64	64	64
64	64	64	65
64	64	64	65
64	64	64	66
64	64	64	67
64	64	64	68
64	64	64	69
64	64	64	70
64	64	64	73
64	64	64	80
75.83	79	66	80
74.85	79	64	81
75.18	79	64	81
75.72	79	64	82
75.24	79	64	83
74.09	79	64	84
74.67	79	64	85
74.4	79	64	86
73.98	79	64	89
74.21	79	64	94
84.47	94	64	96
86.06	94	64	97
86.21	94	67	97
87.47	94	70	98
86.47	94	64	99
85.59	94	64	100
86.43	94	71	100
84.57	94	64	102
85.11	94	64	104
85.49	94	69	108
92.15	109	64	112
97.91	109	80	112
96.33	109	64	113
98.16	109	64	114
98.43	108	71	114
96.04	109	71	115
97.58	109	70	116
96.22	109	64	118
96.08	109	72	120
96.35	109	67	123
100.94	122	70	128
108.18	122	93	128
106.94	124	74	129
109.58	123	79	129
110.01	123	79	130
107.41	122	70	131
108.55	120	84	132
107.77	123	69	133
106.91	123	65	135
107.34	123	79	138
108.78	131	77	144
118.61	135	90	144
118.01	138	83	145
119.83	136	89	145
121.76	138	94	146
118.99	137	77	147
118.72	133	84	148
119.43	138	79	149
118.74	136	67	150
117.5	135	91	153
118.65	134	78	158
128.75	148	92	160
128.72	152	93	161
131.49	148	102	161
132.68	151	102	162
129.98	148	87	163
130.4	150	93	164
130.64	149	99	165
128.63	149	77	166
128.53	148	98	168
130.66	148	95	173
136.45	158	92	176
140.81	163	99	176
140.24	160	103	177
144.41	165	107	178
143.62	162	119	178
140.4	162	98	179
141.56	162	93	180
140.09	163	89	182
139.55	163	101	184
141.61	161	106	187
145.7	170	106	192
152.33	177	114	192
150.42	173	105	193
154.41	176	115	193
154.37	175	121	194
152.02	177	107	195
152.71	176	108	196
152.25	177	115	197
150.45	174	104	199
152.15	175	106	203
153.6	182	118	208
162.3	191	122	208
161.66	187	119	209
164.13	185	131	209
166.4	189	128	210
163.22	192	122	211
162.67	190	113	212
163.18	187	125	213
163.7	188	118	214
162.82	189	115	217
163.21	189	122	223
173.31	206	132	224
172.41	200	132	225
175.42	198	140	225
176.29	202	135	226
174.84	202	120	227
175.16	201	138	228
173.22	199	128	229
174.6	203	120	230
171.28	204	130	233
174.65	199	136	237
182.03	215	142	240
184.61	220	146	240
183.33	212	141	241
188.15	215	148	242
187.07	217	149	242
185.06	215	128	243
184.7	211	142	244
184.67	211	134	246
182.42	218	141	248
186.88	212	145	252
190.06	224	145	256
195.85	233	155	256
194.59	222	149	257
199.32	228	162	257
199.9	231	161	258
195.18	220	143	259
195.71	221	156	260
196.34	224	159	261
195	232	145	263
195.86	226	146	267
199.61	231	158	272
206.68	242	162	272
204.28	232	164	273
210.03	240	170	273
210.92	237	169	274
207.38	243	157	275
207.39	230	165	276
206.63	237	163	277
207.39	244	156	279
205.68	245	148	281
208.5	241	166	287
218.23	257	177	288
215.68	245	177	289
220.31	252	179	289
220.79	251	165	290
219.51	257	172	291
218.02	243	181	292
217.93	249	171	293
218.92	254	171	294
216.29	260	161	297
219.82	256	180	301
226.53	262	182	304
228.21	258	189	304
229.24	263	188	305
231.95	262	171	306
230.35	268	183	307
229.61	259	193	307
228.9	261	173	308
229.26	267	186	310
227	273	172	312
231.48	268	178	316
233.6	271	190	320
239.58	272	192	320
238.26	275	194	321
244.24	277	185	321
243	281	196	322
238.94	273	194	323
240.28	275	183	324
240.23	273	202	325
239.14	285	191	327
240.16	283	180	331
244.3	279	203	336
250.04	283	203	336
246.99	280	198	337
253.84	290	200	337
254.98	295	210	338
250.7	288	208	339
251.97	283	197	340
248.73	288	212	341
251.1	291	206	343
251.28	300	192	346
252.13	292	208	352
261.56	297	215	352
258.96	289	204	353
263	304	213	353
264.38	301	198	354
263.26	307	215	355
262.06	295	222	356
260.2	301	212	357
261.51	298	220	358
260.82	311	204	361
262.49	303	215	365
270.46	310	220	368
272.13	307	210	368
272.15	310	225	369
275.72	314	210	370
274.71	314	223	371
273.82	313	230	371
272.22	316	215	372
273.4	313	228	374
270.63	326	223	376
274.25	318	217	380
277.28	323	229	384
283.82	320	220	384
282.18	316	231	385
287.4	325	224	386
286.84	321	241	386
283.86	328	234	387
283.49	330	228	388
284.18	324	241	389
281.31	340	238	391
284.26	332	228	395
287.91	334	236	400
294.15	338	242	400
290.97	331	229	401
297.82	340	237	401
298.58	338	255	402
295.01	343	242	403
296.57	336	247	404
293.06	338	242	405
293.19	339	244	407
295.12	355	241	410
296.62	344	244	416
305.74	348	254	416
303.6	339	241	417
307.13	354	252	417
308.45	353	249	418
306.13	353	257	419
307.94	350	259	420
303.94	351	242	421
305.94	354	255	422
305.56	366	248	425
307.16	359	253	430
315.24	362	265	432
316.02	350	254	433
315.99	367	260	433
318.03	365	263	434
318.9	362	266	435
317.72	367	269	435
317.48	365	255	436
316.96	369	269	438
315.3	372	263	440
318.89	371	253	444
323.74	377	277	448
326.37	368	265	448
326.25	365	275	449
330.46	375	276	450
331.29	377	281	450
327.94	375	277	451
327.53	377	270	452
327.17	372	277	454
328.46	387	280	455
327.33	383	268	459
333.74	389	259	464
337.15	383	282	464
335.75	380	279	465
339.8	386	282	465
344.2	384	292	466
338.12	390	283	467
339.66	382	274	468
338.3	378	282	469
338.93	399	288	471
338.7	390	280	474
341.58	397	274	480
348.69	400	288	480
347.15	387	291	481
349.8	400	305	481
354.43	398	292	482
349.03	404	290	483
351.13	394	299	484
349.32	391	288	485
351.49	398	300	486
349.86	412	293	489
349.9	409	289	494
360.22	411	299	496
356.42	405	306	497
359.69	407	315	497
363.9	410	295	498
362.09	405	304	499
359.83	412	302	500
362.54	402	303	500
361.48	412	311	502
359.64	427	294	504
362.95	424	302	508
366.42	418	309	512
370.66	420	317	512
369.25	420	324	513
374.42	417	309	514
375.1	424	317	514
371.51	423	314	515
370.85	417	316	516
371.1	415	315	518
373.72	427	320	520
371.23	432	302	523
376.77	430	316	528
380.45	431	320	528
380.28	420	331	529
382.54	430	319	529
388.72	433	319	530
381.24	438	324	531
382.97	428	326	532
382.12	423	316	533
383.25	439	316	535
383.06	447	314	538
383.96	438	328	544
393.24	445	331	544
392.06	441	346	545
394.51	442	343	545
398.52	448	333	546
391.81	452	332	547
393.37	438	341	548
393.18	437	328	549
394.14	445	341	550
394.6	450	325	553
393.13	457	341	558
404.35	452	344	560
401.39	459	359	561
404.24	457	356	561
410.17	462	345	562
404.82	467	337	563
403.09	453	341	564
405.65	452	355	565
405.1	458	339	566
403.06	465	335	568
406.07	471	335	573
409.97	467	353	576
415.88	466	369	576
414.03	464	369	577
419.86	470	360	578
418.25	476	360	578
414.64	482	350	579
414.98	465	363	580
415.68	471	353	582
415.03	474	352	584
415.84	481	341	587
419.25	482	357	592
425.64	480	369	592
426.05	468	380	593
429.05	485	368	593
432.81	491	373	594
424.05	488	364	595
425.4	477	367	596
427.63	472	366	597
425.98	486	363	599
426.94	496	354	603
428.02	497	379	608
434.79	493	372	608
438	483	393	609
439.05	498	387	609
442.66	505	382	610
435.23	502	378	611
438.09	485	377	612
436.51	489	374	613
436.87	500	378	614
438.16	495	366	617
436.32	507	379	623
447.22	503	373	624
446.96	501	396	625
449.6	513	390	625
453.72	517	393	626
449.23	514	386	627
447.04	500	389	628
448.26	499	392	629
448.72	515	386	630
445.82	510	368	633
448.53	522	383	637
454.82	515	387	640
459.89	516	410	640
460.29	507	417	641
464.67	517	404	642
461.26	531	399	642
459.2	529	403	643
458.36	514	397	644
458.25	529	397	646
459.31	524	382	648
461.01	536	392	652
461.39	530	398	656
470.09	528	406	656
470.33	521	421	657
475.42	530	406	657
474.16	537	413	658
470.23	543	418	659
468.57	528	400	660
471.73	523	398	661
470.54	540	408	663
469.17	539	389	667
471.63	537	407	672
479.44	543	410	672
480.36	527	430	673
486.65	543	421	673
485.88	548	418	674
480.34	558	418	675
482.79	540	410	676
480.85	537	412	677
481.15	555	421	679
482.61	550	393	681
478.61	551	420	687
491.89	549	423	688
492.42	551	438	689
493.73	558	435	689
498.23	555	431	690
493.02	573	424	691
492.55	555	424	692
493.89	544	432	693
494.2	565	424	694
491.06	558	404	697
491.87	564	429	701
500.13	560	436	704
503.7	559	448	704
502.82	560	450	705
510.08	571	441	706
504.72	568	451	707
505.09	587	434	707
505	569	429	708
504.24	570	437	710
502.3	573	419	712
504.79	565	424	716
505.33	575	449	720
514.23	572	461	720
512.4	562	450	721
522.13	575	456	721
519.05	581	461	722
513.76	600	444	723
514.52	584	442	724
517.18	564	452	725
513.89	584	450	727
513.69	579	426	731
517.75	589	448	736
523.46	583	448	736
522.07	576	459	737
531.65	587	474	737
530.9	595	469	738
524.42	612	457	739
527.83	598	449	740
524.58	578	461	741
525.74	587	455	743
528.67	598	437	746
520.77	587	457	752
536.32	604	463	752
536.12	591	479	753
537.14	602	474	753
544.24	610	479	754
535.55	616	469	755
537.68	612	449	756
537.97	590	476	757
536.83	599	456	758
538.01	606	448	761
532.11	604	463	765
544.98	618	463	768
546.87	603	489	768
546.42	616	482	769
554.13	617	492	770
549.19	619	492	771
547.73	631	458	771
550.81	626	490	772
548.19	612	466	774
546.85	616	463	776
548.92	614	464	780
547.34	628	473	784
556.55	615	498	784
556.01	618	479	785
566.72	629	497	786
561.5	615	497	786
558.5	640	490	787
558.21	636	466	788
560.39	611	481	789
558.52	629	475	791
559.03	627	476	795
560.17	640	482	800
566.32	638	498	800
564.01	629	481	801
577.63	643	512	801
573.79	637	502	802
569.18	655	500	803
572.91	639	481	804
567.61	626	492	805
570.13	644	489	807
570.59	642	491	810
565.26	641	488	816
579.05	655	497	816
579.62	642	522	817
581.57	656	491	817
587.78	652	495	818
580.01	667	507	819
581.7	652	494	820
581.3	636	513	821
580.5	632	500	822
581.2	659	506	825
576.99	656	491	830
588.57	667	494	832
590.23	654	529	833
590.1	667	505	833
596.53	665	507	834
594.16	653	528	835
591.45	672	493	835
593.11	651	525	836
591.21	645	503	838
589.56	674	521	840
592.26	666	513	844
594.52	680	499	848
600.41	668	534	848
600.3	655	512	849
609.7	677	522	850
604.44	667	528	850
603.14	684	537	851
601.71	666	496	852
600.58	665	518	854
604.04	681	533	855
601.67	678	525	859
604.98	693	512	864
611.94	677	548	864
608.12	682	525	865
617.98	690	534	865
618.17	683	534	866
613.22	696	545	867
614.94	680	508	868
612.24	676	539	869
613.58	687	523	871
613.22	692	540	874
610.71	690	527	880
624.65	708	535	880
622.68	692	539	881
625.44	703	536	881
629.88	692	544	882
625.16	710	558	883
625.5	694	499	884
624.63	691	564	885
622.95	681	533	886
624.58	699	552	889
620.56	705	537	894
634.7	719	544	896
632.57	703	549	897
635.47	718	541	897
639.07	707	558	898
638.52	705	564	899
635.72	725	510	900
638.57	706	575	900
633.17	696	548	902
633.55	703	554	904
636.05	717	551	908
640.63	733	552	912
645.37	718	570	912
643.85	727	556	913
652.6	717	564	914
648.9	718	567	914
647.15	738	575	915
646.61	721	508	916
643.92	706	562	918
647.62	717	565	920
645.89	725	574	923
648.61	748	563	928
655.93	720	578	928
653.83	718	562	929
661.14	741	579	929
662.73	733	586	930
657.64	751	573	931
658.28	731	513	932
656.83	728	579	933
656.54	732	577	935
656.38	736	590	938
655.08	759	576	944
668.86	744	579	944
665.65	731	592	945
671.01	756	573	945
675.28	746	594	946
668.29	763	588	947
668.47	741	503	948
669.13	742	600	949
666.14	731	589	950
668.42	744	584	953
664.15	749	593	958
679.54	772	585	960
676.05	746	601	961
679.31	770	585	961
684.42	751	608	962
682.72	777	600	963
678.74	756	516	964
681.28	756	614	965
677.21	745	597	966
676.71	755	593	968
679.83	763	599	973
685.4	786	587	976
688.68	759	620	976
687.51	783	597	977
698.31	770	616	978
693.26	773	611	978
691.46	791	610	979
690.82	771	514	980
686.68	758	610	982
690.86	765	600	984
690.81	775	617	987
691.56	798	600	992
699.28	772	635	992
697.88	759	612	993
707.87	798	630	993
706.58	782	629	994
699.96	803	622	995
701.61	784	525	996
700.63	782	626	997
701.01	776	613	999
698.69	788	632	1003
701.95	810	612	1008
710.38	789	618	1008
708.48	774	634	1009
716.32	798	625	1009
718.94	786	634	1010
711.57	811	628	1011
714.94	794	538	1012
711.94	796	635	1013
709.25	776	620	1014
713.79	791	647	1017
707.51	801	630	1023
722.71	823	627	1024
719.86	785	646	1025
723.74	810	637	1025
728.53	801	641	1026
726.64	823	636	1027
723.79	807	553	1028
723.94	805	651	1029
723.13	792	634	1030
720.96	793	642	1033
721.62	816	644	1037
730.15	837	642	1040
732.11	809	655	1040
733.01	818	647	1041
742.25	820	666	1042
736.46	826	644	1042
735.05	834	660	1043
735.09	820	554	1044
730.97	801	641	1046
733.72	794	657	1048
735.36	827	660	1052
734.21	821	645	1056
744.73	822	650	1056
742.15	800	656	1057
752.37	832	682	1057
748.09	841	642	1058
744.39	849	661	1059
744.16	834	563	1060
745.53	831	631	1061
744.36	810	666	1063
740.82	819	670	1067
746.85	828	654	1072
756.11	837	659	1072
750.45	813	669	1073
761.59	846	692	1073
760.34	844	663	1074
755.07	863	652	1075
758.25	845	577	1076
754.78	835	645	1077
753.66	817	659	1079
756.06	817	670	1081
751.08	835	665	1087
766.9	850	678	1088
763.79	833	671	1089
767.54	853	684	1089
771.5	856	673	1090
769.24	878	666	1091
766	848	592	1092
768.39	844	688	1093
766.41	828	658	1094
764.45	832	678	1097
763.09	850	675	1101
774.28	859	683	1104
776.7	861	686	1104
777.09	867	694	1105
783.19	867	688	1106
777.81	873	679	1107
780.14	891	693	1107
778.29	860	597	1108
774.06	847	670	1110
775.93	846	691	1112
776.57	862	681	1116
779.36	871	688	1120
788.67	876	701	1120
785.24	852	700	1121
797.42	879	727	1121
789.38	888	693	1122
787.91	906	706	1123
787.74	873	603	1124
789.39	862	679	1125
785.48	860	693	1127
785.93	877	706	1131
791.67	885	695	1136
800.07	887	704	1136
793.29	862	710	1137
805.87	893	740	1137
804.58	900	717	1138
796.92	910	708	1139
800.73	881	607	1140
797.96	880	691	1141
797.03	867	715	1143
800.67	882	693	1146
792.54	891	705	1152
813.1	898	713	1152
808.66	881	719	1153
810.28	906	716	1153
815.82	896	725	1154
812.74	918	720	1155
809.09	892	609	1156
812.28	896	716	1157
808.98	880	702	1158
809.71	890	708	1161
804.31	898	690	1165
820.48	906	713	1168
820.87	913	731	1168
819.21	916	731	1169
827.44	917	740	1170
822.82	918	727	1171
821.95	922	624	1171
823.54	910	730	1172
818.83	888	714	1174
820.12	894	719	1176
819.79	911	701	1180
823.4	921	717	1184
832.33	927	734	1184
827.61	895	746	1185
840.83	931	757	1186
833.97	932	746	1186
831.57	937	738	1187
831.83	924	630	1188
833.08	913	726	1189
829.45	903	732	1191
830.13	924	752	1195
834.93	923	714	1200
843.35	940	749	1200
836.26	909	755	1201
849.74	935	783	1201
