Ave Lat	Max Lat	Min Lat	Cycle
221.67	416	24	436
607.08	836	374	838
1002.63	1228	782	1238
1388.82	1631	1109	1639
1785.28	2027	1493	2040
2177.79	2416	1861	2440
2553.14	2819	2274	2841
2948.39	3234	2623	3242
3369.43	3625	3065	3642
3752.88	4025	3391	4043
4155.63	4419	3743	4444
4526.67	4787	4160	4845
4878.24	5229	4549	5245
5290.78	5643	4805	5646
5707.06	6022	5327	6046
6049.96	6420	5585	6447
6480.55	6790	5802	6848
6865.98	7215	6362	7249
7188.92	7605	6580	7649
7660.57	7988	7077	8050
8072.61	8438	7575	8451
8468.14	8817	7882	8852
8846.08	9238	8084	9252
9188.12	9653	8444	9653
9552.88	10018	8774	10054
10025	10412	9504	10454
10421.4	10834	9831	10855
10824.1	11173	10028	11256
11170.6	11632	10427	11657
11509.3	12033	10676	12057
12047.6	12450	11202	12458
12511.7	12849	11753	12860
12783.5	13241	11803	13261
13234.7	13623	12134	13662
13700.5	14024	13292	14063
14063	14457	13643	14464
14464	14826	13657	14865
14910.6	15257	14452	15266
15323.9	15644	14870	15667
15687.1	16043	15288	16068
16101.5	16414	15737	16469
16537	16853	16068	16871
16924.4	17245	16459	17272
17308.4	17603	17020	17673
17754.7	18044	17417	18075
18155.2	18450	17700	18476
18552.3	18867	18119	18878
18939.8	19244	18622	19279
19338.7	19647	19128	19680
19761.1	20047	19430	20081
20160.7	20443	19863	20483
20547.9	20848	20214	20884
20969	21229	20594	21286
21367.8	21637	21076	21687
21756.5	22072	21395	22090
22183.4	22440	21851	22514
22618	22913	22299	22942
23036.8	23333	22680	23369
23477.1	23754	23090	23793
23898	24181	23546	24224
24314.2	24604	23885	24649
24743	25063	24434	25080
25176.5	25464	24766	25506
25616.6	25881	25239	25937
26029.5	26339	25691	26363
26468.4	26773	26154	26793
26899.6	27208	26568	27219
27327.5	27593	27037	27649
27753.9	28074	27437	28079
28173.8	28484	27827	28510
28615.5	28909	28295	28942
29038.3	29330	28615	29376
29483.4	29776	29130	29809
29914.6	30189	29615	30241
30363.8	30625	30039	30678
30786.2	31089	30439	31112
31224.4	31504	30952	31545
31663.5	31949	31410	31977
32091.4	32370	31810	32409
32524	32809	32250	32849
32950.2	33234	32652	33281
33394.2	33672	33097	33718
33820.9	34088	33522	34155
34273.4	34521	33962	34593
34698.4	35025	34256	35033
35139.6	35450	34788	35472
35573.5	35852	35282	35908
36014.3	36299	35686	36345
36450.6	36738	36092	36785
36903.2	37193	36629	37225
37333.5	37643	36969	37665
37777.5	38078	37395	38107
38209.5	38532	37876	38545
38654.6	38969	38385	38985
39083.8	39394	38702	39423
39520.9	39830	39183	39860
39973.4	40236	39660	40304
40404.8	40736	40068	40749
40869.6	41158	40594	41199
41312.6	41617	40959	41649
41773	42079	41459	42099
42219.4	42533	41919	42552
42661.1	42961	42370	43003
43119	43429	42824	43453
43569.7	43854	43255	43907
44026.9	44319	43672	44367
44474.6	44794	44122	44817
44927.5	45227	44586	45269
45378	45687	45021	45722
45826.2	46116	45362	46170
46284.6	46606	45897	46621
46749.3	47031	46444	47078
47190.3	47488	46858	47535
47661.8	47964	47330	47992
48119.2	48374	47877	48450
48573.4	48905	48264	48907
49028.5	49320	48699	49365
49485.8	49761	49174	49823
49943.4	50239	49684	50284
50394.8	50734	50059	50744
50853.2	51201	50492	51203
51328.3	51622	50994	51662
51779.7	52079	51444	52122
52235.6	52558	51902	52580
52688	52991	52429	53039
53151.1	53421	52817	53498
53607.8	53888	53278	53958
54067.4	54369	53729	54418
54516.5	54868	54166	54880
54987.8	55319	54502	55358
55496.1	55820	55191	55848
56000.6	56343	55691	56348
56505.6	56824	56122	56848
56980.9	57314	56593	57348
57487.8	57823	57150	57851
57986.5	58329	57695	58351
58489.6	58810	58103	58851
59001.2	59322	58564	59351
59492.7	59829	59132	59851
59994.8	60303	59648	60351
60496.3	60785	60097	60852
61002.2	61299	60668	61364
61502.4	61808	61154	61868
62015.3	62307	61641	62368
62495.2	62839	62139	62868
62992.2	63346	62678	63380
63546.1	63847	63163	63913
64084.2	64368	63707	64448
64609.9	64967	64301	64985
65138.8	65484	64759	65520
65676.8	66046	65306	66052
66210.2	66544	65857	66596
66773.7	67133	66448	67176
67341.6	67726	67015	67740
67915.1	68245	67604	68292
68477.4	68810	68138	68872
69021.4	69390	68638	69409
69586.6	69991	69203	70028
70190.4	70525	69754	70568
70731.4	71079	70243	71136
71336.5	71714	70951	71788
