Ave Lat	Max Lat	Min Lat	Cycle
44	44	44	44
44	44	44	45
44	44	44	45
44	44	44	46
44	44	44	47
44	44	44	48
44	44	44	50
44	44	44	52
44	44	44	55
47.05	59	44	60
54.75	59	44	60
53.53	59	44	61
53.14	59	44	62
54.93	59	44	62
54.31	59	44	63
53.42	59	44	64
53.76	59	44	66
54.3	59	44	68
53.78	59	44	71
55.1	74	44	76
64.29	74	46	76
63.86	74	44	77
65.41	74	48	78
63.88	74	44	78
64.75	74	44	79
63.76	74	44	80
64.44	74	44	82
65	74	44	84
63.32	74	44	86
63.29	74	44	92
73.13	89	47	92
73.21	88	44	93
76.19	89	50	93
73.68	87	48	94
74.63	87	44	95
73.77	88	57	96
75.41	89	54	97
75.43	87	44	99
74.1	88	44	101
72.72	87	44	106
81.36	103	45	108
83.67	100	51	109
86.43	102	58	109
85.26	101	51	110
84.44	102	44	111
84.8	103	65	112
86.14	101	62	113
84.96	101	44	114
84.48	101	44	117
83.96	102	62	120
88.72	117	51	124
95.9	115	65	124
95.78	116	64	125
96.59	115	71	126
94.63	117	58	127
96.19	115	44	128
94.6	115	64	129
94.46	113	59	130
95.49	113	53	132
94.79	116	54	135
95.76	129	44	140
104.91	127	75	140
106.06	130	68	141
106.3	130	83	142
107.36	128	72	142
105.21	127	68	143
105.49	128	57	144
103.56	124	67	146
105.73	127	67	148
105.36	131	60	150
103.18	128	56	156
114.27	144	79	156
115.94	138	82	157
117.92	144	83	157
116.22	140	83	158
116.34	141	69	159
115.6	139	66	160
115.14	139	71	161
116.87	141	82	163
114.96	140	73	165
114.4	142	59	170
122.11	159	69	172
124.84	151	93	173
126.91	157	97	173
127.12	154	86	174
126.98	154	76	175
124.62	156	70	176
126.41	151	85	177
125.92	152	89	179
124.33	152	75	181
125.68	153	64	185
130.8	174	81	188
135.1	167	94	189
137.1	172	104	189
136.58	167	76	190
137.46	167	81	191
136.6	167	84	192
135.76	163	95	193
135.21	166	89	194
136.64	166	89	196
136.14	163	81	199
137.49	184	68	204
145.4	178	97	204
147.17	177	78	205
145.36	185	99	206
146.71	181	84	206
149.12	181	106	207
145.6	178	97	208
144.28	174	99	210
147.23	178	102	212
146.71	176	86	214
143.71	178	83	220
156.35	198	85	220
156.79	190	90	221
157.74	200	113	221
156.16	194	98	222
158.25	196	94	223
155.49	191	105	224
157.24	193	105	225
156.57	190	107	227
157.45	191	99	229
155.02	189	91	234
163.36	206	99	236
166.79	202	104	237
168.08	212	113	237
166.81	196	110	238
168.83	202	99	239
165.68	210	118	240
168.16	198	114	241
166.64	205	121	243
167.48	205	112	245
165.96	201	98	249
173	214	111	252
175.99	213	116	253
176.75	226	117	253
176.94	208	122	254
179.34	212	113	255
177.45	225	130	256
176.74	210	128	257
177.04	219	127	258
179.09	211	116	260
176.72	212	126	264
180.2	229	101	268
187.33	223	128	268
187.49	227	128	269
186.59	239	131	270
188.9	221	122	270
190.21	239	142	271
187.79	224	147	272
185.78	234	139	274
189	223	130	276
187	222	138	279
185.52	226	113	284
197.76	237	135	284
198.56	234	132	285
198.08	254	145	285
196.73	232	132	286
200.9	252	147	287
199.05	235	159	288
199.05	230	146	289
196.98	241	146	291
197.3	238	142	294
195.24	240	126	298
205.47	252	145	300
207.68	247	144	301
210.06	268	147	301
208.96	248	146	302
208.81	252	142	303
208.18	261	167	304
211.08	242	161	305
206.08	250	132	307
207.81	249	147	309
205.84	252	137	313
213.4	258	145	316
216.1	262	147	317
221.42	283	157	317
217.21	261	161	318
221.22	263	153	319
219.53	275	169	320
217.74	251	164	321
218.42	264	163	322
219.74	256	140	324
214.23	264	155	328
221.01	270	150	332
228.07	277	163	332
227.42	274	151	333
229.73	289	178	334
229.5	270	167	334
231.66	283	176	335
228.04	264	181	336
228.61	279	155	338
227.74	268	154	340
227.7	276	167	343
227.51	282	163	348
238.54	284	176	348
240.36	292	160	349
240.61	290	185	349
237.69	282	175	350
241.6	283	187	351
239.89	277	193	352
239.97	283	191	354
238.88	292	167	355
236.37	287	170	358
235.95	280	176	363
246.47	294	178	364
249.49	306	175	365
253.25	305	197	365
249.67	295	194	366
249.17	297	187	367
249.48	295	202	368
253.93	295	201	369
246.51	307	170	371
249.15	292	185	373
245.8	293	180	377
255.43	309	188	380
256.6	308	183	381
263.81	310	209	381
259.92	303	194	382
261.46	311	202	383
260.29	309	215	384
261.31	304	214	385
259.52	322	182	386
262.79	304	196	388
254.21	304	185	392
262.04	323	182	396
270.76	323	214	396
269.12	321	195	397
271.82	316	217	398
270.42	314	209	398
272.99	322	225	399
270.27	311	227	400
271.73	337	195	402
269.54	314	202	404
268	314	196	407
268.66	337	192	412
280.18	333	207	412
280.67	331	204	413
282.15	336	230	414
277.75	325	224	414
283.61	336	234	415
281.91	321	233	416
281.59	333	198	418
281.62	352	215	420
278.81	327	188	422
277.09	326	195	427
287.52	338	194	428
289.87	348	216	429
293.2	342	232	429
291.33	337	237	430
290.62	345	238	431
291.32	349	237	432
295.96	342	231	433
288.41	353	203	435
290.83	341	227	437
286.13	338	201	442
297.08	351	204	444
296.95	362	228	445
304.87	353	240	445
299.34	350	249	446
301.05	349	250	447
304.5	363	255	448
302.62	346	243	449
301.21	362	204	450
302.95	356	235	453
295.24	347	214	456
302.95	364	217	460
309.86	366	242	460
310.82	364	232	461
310.5	366	238	462
311.37	364	258	463
316.86	374	265	463
311.63	358	255	464
312.93	377	218	466
312.5	371	233	468
306.6	361	222	471
308.67	376	230	476
319.28	369	255	476
321.57	380	245	477
321.47	366	253	478
319.52	365	244	478
325.4	386	267	479
322.97	370	267	480
323.29	373	231	482
323.06	388	247	484
317.47	374	237	486
318.24	369	245	492
328.46	389	237	492
330.71	394	253	493
333.9	389	264	493
331.3	379	262	494
331.5	395	256	495
334.24	395	282	496
337.32	386	264	497
329.78	398	245	499
328.92	385	250	501
330.42	389	262	506
336.65	403	242	508
337.4	409	254	509
346.53	404	269	509
340.29	387	275	510
341.77	394	268	511
342.65	408	292	512
346.86	396	290	513
342.29	406	259	514
341.25	393	272	517
338.65	403	260	520
342.01	411	252	524
350.55	419	274	524
353.38	416	263	525
353.76	404	268	526
350.08	404	274	527
356.95	416	307	528
351.88	402	295	529
354.54	421	262	530
353.82	419	284	532
347.88	417	271	535
348.39	425	265	540
360.3	415	287	540
363.94	433	278	541
362.38	419	278	542
362.53	412	279	542
365.86	426	301	543
362.98	420	309	544
363.87	420	271	546
363.5	435	297	548
358.07	432	278	550
357.27	417	279	556
371.32	435	275	556
373.14	446	286	557
374.74	441	290	557
372.67	428	292	558
373.18	433	298	559
374.12	434	315	560
377.77	435	286	561
371.7	445	290	563
368	423	284	565
370.73	447	306	570
379.13	449	289	572
380.27	454	294	573
386.48	454	303	573
383.04	443	306	574
381.98	437	311	575
384.7	446	323	576
387.89	442	325	577
383.5	459	297	579
382.86	438	323	581
377.02	461	292	585
385.34	462	292	588
391.61	462	308	589
395.32	467	323	589
393.5	454	310	590
392.16	450	322	591
397.37	451	332	592
394.23	450	329	593
395.37	467	311	594
394.23	468	330	596
387.36	471	304	599
390.79	465	303	604
402.34	459	324	604
406.44	481	323	605
401.75	462	329	606
404.82	461	316	606
407.17	466	333	607
404.63	464	339	608
405.27	475	316	610
404.07	481	331	612
398.06	486	312	614
395.77	463	305	620
414.7	474	339	620
413.44	481	335	621
416.09	488	344	621
413.88	471	327	622
414.41	472	343	623
415.76	472	344	624
419.28	481	325	625
412.76	489	341	627
408.25	472	327	629
411.04	496	328	634
419.5	482	317	636
422.57	494	344	637
426.33	503	359	637
424.28	490	331	638
422.47	485	348	639
425.44	483	357	640
428.99	486	338	641
424.91	501	350	643
423.13	482	362	645
418.66	509	325	649
426.35	496	327	652
432	508	353	653
435.75	518	363	653
434.78	501	345	654
435.09	492	356	655
437.08	495	360	656
436.33	494	372	657
436.62	515	352	658
436.24	514	362	660
428.51	518	337	664
432.43	509	334	668
442.53	512	365	668
447.54	529	375	669
442.8	514	371	670
445.47	507	351	670
447.43	508	369	671
445.4	506	379	672
448.43	524	364	674
445.18	529	376	676
440.31	522	348	679
436.58	508	339	684
456.92	522	380	684
457.36	520	380	685
455.51	544	383	685
453.09	526	360	686
455.57	519	374	687
456.12	517	392	688
461.22	539	368	689
456.19	544	386	691
451.48	528	355	694
450.33	521	382	698
461.53	537	353	700
465.52	527	393	701
467.57	556	393	701
463.84	544	364	702
464.27	531	373	703
465.49	532	387	704
471.55	530	383	705
466.56	558	389	707
465.5	531	401	709
