Ave Lat	Max Lat	Min Lat	Cycle
60.18	64	44	67
61.9	68	44	71
62.56	68	44	76
63.68	79	44	81
65.51	81	44	85
65.76	83	44	89
65.96	85	44	93
65.5	83	44	97
67.62	93	44	101
66.3	93	44	107
66.9	90	44	111
67.52	92	59	114
68.89	96	44	118
68.03	105	44	122
67.98	97	44	126
68.47	103	44	130
69.52	95	44	134
68.38	97	44	138
67.74	102	44	142
67.85	98	44	146
68.08	109	44	149
68.14	106	44	153
67.53	93	44	157
68.74	107	44	161
68.49	98	44	166
68.05	119	44	169
68.45	103	44	174
67.94	94	44	177
68.19	110	44	181
69.39	111	44	185
68.25	97	44	189
69.1	102	44	194
66.75	115	44	197
66.81	105	44	201
68.18	103	44	205
69.98	117	44	209
66.95	103	44	214
68.89	100	44	217
67.86	126	44	221
69.25	111	44	225
69.63	107	44	229
67.49	90	44	233
70.09	112	44	237
68.81	116	44	241
68.76	105	44	245
69.25	104	44	249
70.25	111	44	252
69.99	129	44	256
67.8	97	44	261
69.42	112	44	264
69.54	122	44	268
69.07	99	44	272
68.15	131	57	275
68.38	122	44	279
69.35	111	44	283
69.33	140	44	286
67.08	100	44	290
68.3	114	44	294
67.51	109	44	297
69.5	134	44	301
67.9	103	44	305
66.93	89	44	309
67.79	117	44	313
69.96	137	44	317
67.9	95	44	321
66.08	98	44	325
68.03	101	44	329
69.37	102	44	333
69.26	120	44	337
66.32	93	44	341
67.87	109	48	344
68.81	111	44	348
69.97	112	44	352
68.3	105	44	355
67.74	94	44	358
69.73	120	44	362
70.81	123	58	365
70.16	111	44	369
69.48	129	44	372
70.46	131	44	377
68.62	89	44	380
67.99	116	44	384
67.68	122	44	387
68.66	94	44	392
68.19	102	44	395
68.79	109	44	399
67.75	113	44	402
68.06	101	44	407
67.95	115	44	411
68.14	101	44	415
67.53	94	44	419
69.58	107	44	423
67.44	109	44	426
68.36	111	44	430
67.58	109	44	434
67.28	115	44	437
68.7	102	44	441
67.46	103	44	445
67.42	106	44	450
68.3	101	44	454
67.6	95	44	457
66.11	103	44	461
68.83	95	44	465
69.87	109	44	469
67.78	93	44	473
67.69	94	44	477
67.31	114	44	480
66.73	100	44	484
68.31	107	44	488
68.43	97	44	492
68.74	101	44	496
67.69	92	44	500
69.38	97	44	504
67.12	102	44	509
68.39	105	44	513
67.21	100	44	517
67.9	105	44	521
67.98	102	44	525
66.02	105	44	529
68.09	98	44	533
68.78	116	44	536
67.09	105	44	541
67.96	104	44	544
67.15	105	44	549
69.2	130	44	553
67.76	109	44	557
67.71	98	44	561
66.68	92	44	565
68.03	98	44	568
65.91	111	44	572
68.08	93	44	575
67.33	101	44	579
69.15	105	44	583
67.49	100	44	586
65.75	103	44	591
69.37	102	44	594
68.49	114	44	599
65.98	90	44	602
67.46	91	44	607
68.96	113	44	611
67.03	112	44	615
66.35	93	44	619
67.53	104	44	623
66.97	120	44	626
67.71	97	44	630
67.52	107	44	634
66.62	91	44	639
67.43	110	44	643
68.25	97	44	647
66.13	87	44	651
67.4	94	44	655
67.8	108	44	660
68.39	108	44	664
67.44	107	44	668
